MORPH_ID,HydroCode,FromDepth,ToDepth,TopElev,BottomElev,ConstructionType,Material,InnerDiameter,OuterDiameter,Property,PropertySize,DrillMethod,LogType,geometry
3001034591,474500367,0.0,69.0,693.0,624.0,LIN,PVC12,65.0,,UNK,,UNK,1.0,
3001034591,474500367,0.0,96.0,693.0,597.0,VOID,UNK,,,UNK,,UNK,1.0,
3001034591,474500367,69.0,96.0,624.0,597.0,INLT,UPVC12,65.0,,SLAP,,RC,1.0,
3001929161,514500023,0.0,24.08,661.0,636.92,LIN,UNK,152.0,,UNK,,UNK,1.0,
3001929161,514500023,0.0,24.08,661.0,636.92,VOID,UNK,,,UNK,,UNK,1.0,
3005039421,534500167,-0.3,4.7,597.25,592.25,LIN,STL,260.0,,UNK,,UNK,1.0,
3005039421,534500167,-0.3,4.7,597.25,592.25,VOID,UNK,,,UNK,,UNK,1.0,
3005528041,524500027,-0.5,5.5,694.5,688.5,LIN,STL,206.0,,UNK,,UNK,1.0,
3005528041,524500027,-0.5,26.0,694.5,668.0,LIN,PVC,150.0,,UNK,,UNK,1.0,
3005528041,524500027,-0.5,26.0,694.5,668.0,VOID,UNK,,,UNK,,UNK,1.0,
3005528041,524500027,17.0,23.0,677.0,671.0,INLT,UPVC,150.0,,SLAP,2.0,ROT,1.0,
3005872281,494500043,-0.5,26.0,689.5,663.0,LIN,PVC,150.0,,UNK,,UNK,1.0,
3005872281,494500043,-0.5,38.0,689.5,651.0,VOID,UNK,,,UNK,,UNK,1.0,
3005872281,494500043,-0.3,5.7,689.3,683.3,LIN,STL,206.0,,UNK,,UNK,1.0,
3005872281,494500043,26.0,32.0,663.0,657.0,INLT,UPVC,150.0,,SLAP,2.0,ROT,1.0,
3005872281,494500043,32.0,38.0,657.0,651.0,INLT,UPVC,150.0,,UNK,,ROT,1.0,
3007826431,524500024,4.0,14.0,690.0,680.0,LIN,UNK,152.0,,UNK,,UNK,1.0,
3007826431,524500024,4.0,27.0,690.0,667.0,VOID,UNK,,,UNK,,UNK,1.0,
3007826431,524500024,14.0,20.5,680.0,673.5,INLT,UNK,152.0,,PS,,UNK,1.0,
3007826431,524500024,20.5,27.0,673.5,667.0,INLT,UNK,152.0,,UNK,,UNK,1.0,
3007828981,474500079,-0.3,10.0,656.3,646.0,LIN,STL,152.0,,UNK,,UNK,1.0,
3007828981,474500079,-0.3,16.5,656.3,639.5,VOID,UNK,,,UNK,,UNK,1.0,
3007828981,474500079,10.0,16.5,646.0,639.5,INLT,UNK,,,SLAP,,ROT,1.0,
3018413681,534100007,-0.3,17.0,300.94,283.64,LIN,PVC,140.0,,UNK,,UNK,1.0,
3018413681,534100007,-0.3,49.0,300.94,251.64,VOID,UNK,,,UNK,,UNK,1.0,
3018413681,534100007,17.0,49.0,283.64,251.64,INLT,UNK,,,UNK,,ROT,1.0,
3020816271,484300020,-0.5,5.5,591.5,585.5,LIN,STL,205.0,,UNK,,UNK,1.0,
3020816271,484300020,-0.5,54.0,591.5,537.0,LIN,PVC,150.0,,UNK,,UNK,1.0,
3020816271,484300020,-0.5,63.0,591.5,528.0,VOID,UNK,,,UNK,,UNK,1.0,
3020816271,484300020,54.0,60.0,537.0,531.0,INLT,UPVC,150.0,,SLAP,3.0,ROT,1.0,
3020816271,484300020,60.0,63.0,531.0,528.0,INLT,UPVC,150.0,,UNK,,ROT,1.0,
3023371321,474400003,-0.54,41.0,541.47,499.93,LIN,STL,104.0,,UNK,,UNK,1.0,
3023371321,474400003,-0.54,47.0,541.47,493.93,VOID,UNK,,,UNK,,UNK,1.0,
3023371321,474400003,41.0,47.0,499.93,493.93,INLT,STL,104.0,,SLAP,3.0,ROT,1.0,
3024771181,474400010,-0.5,2.0,541.43,538.93,LIN,STL,205.0,,UNK,,UNK,1.0,
3024771181,474400010,-0.5,42.0,541.43,498.93,LIN,PVC,150.0,,UNK,,UNK,1.0,
3024771181,474400010,-0.5,54.0,541.43,486.93,VOID,UNK,,,UNK,,UNK,1.0,
3024771181,474400010,42.0,52.0,498.93,488.93,INLT,UPVC,150.0,,SLAP,3.0,ROT,1.0,
3024771181,474400010,52.0,54.0,488.93,486.93,INLT,UPVC,150.0,,UNK,,ROT,1.0,
3027642381,524500018,-0.5,24.0,684.5,660.0,LIN,PVC12,143.0,,UNK,,UNK,1.0,
3027642381,524500018,-0.5,2.0,684.5,682.0,LIN,STL,219.0,,UNK,,UNK,1.0,
3027642381,524500018,-0.5,30.0,684.5,654.0,VOID,UNK,,,UNK,,UNK,1.0,
3027642381,524500018,18.0,24.0,666.0,660.0,INLT,UPVC12,143.0,,SLAP,2.0,ROT,1.0,
3027642381,524500018,24.0,30.0,660.0,654.0,INLT,UPVC12,143.0,,UNK,,ROT,1.0,
3043735141,474500014,0.0,1.83,693.0,691.17,LIN,UNK,203.0,,UNK,,UNK,1.0,
3043735141,474500014,0.0,7.92,693.0,685.08,VOID,UNK,,,UNK,,UNK,1.0,
3043735141,474500014,1.83,7.92,691.17,685.08,LIN,UNK,152.0,,UNK,,UNK,1.0,
3049354381,494500035,-0.5,5.5,683.5,677.5,LIN,STL,205.0,,UNK,,UNK,1.0,
3049354381,494500035,-0.5,23.3,683.5,659.7,LIN,PVC,150.0,,UNK,,UNK,1.0,
3049354381,494500035,-0.5,35.3,683.5,647.7,VOID,UNK,,,UNK,,UNK,1.0,
3049354381,494500035,23.3,29.3,659.7,653.7,INLT,UPVC,150.0,,SLAP,3.0,ROT,1.0,
3049354381,494500035,29.3,35.3,653.7,647.7,INLT,UPVC,150.0,,UNK,,ROT,1.0,
3063353611,494500036,-0.5,5.5,681.5,675.5,LIN,STL,205.0,,UNK,,UNK,1.0,
3063353611,494500036,-0.5,35.3,681.5,645.7,VOID,UNK,,,UNK,,UNK,1.0,
3063353611,494500036,5.5,35.3,675.5,645.7,INLT,UNK,,,UNK,,ROT,1.0,
3064858711,494500007,0.0,30.0,708.0,678.0,LIN,STL,152.0,,UNK,,UNK,1.0,
3064858711,494500007,0.0,30.0,708.0,678.0,VOID,UNK,,,UNK,,UNK,1.0,
3064858711,494500007,9.8,16.4,698.2,691.6,INLT,STL,152.0,,SLAP,,ROT,1.0,
3064858711,494500007,16.4,23.0,691.6,685.0,INLT,STL,152.0,,UNK,,ROT,1.0,
3064858711,494500007,23.0,29.6,685.0,678.4,INLT,STL,152.0,,SLAP,,ROT,1.0,
3064858711,494500007,29.6,30.0,678.4,678.0,INLT,STL,152.0,,UNK,,ROT,1.0,
3067166191,474500080,0.0,1.5,745.0,743.5,LIN,PVC,203.0,,UNK,,UNK,1.0,
3067166191,474500080,0.0,1.5,745.0,743.5,VOID,UNK,,,UNK,,UNK,1.0,
3070072901,474500214,0.0,2.7,630.0,627.3,LIN,STL,260.0,,UNK,,UNK,1.0,
3070072901,474500214,0.0,20.0,630.0,610.0,LIN,PVC,145.0,,UNK,,UNK,1.0,
3070072901,474500214,0.0,48.0,630.0,582.0,VOID,UNK,,,UNK,,UNK,1.0,
3070072901,474500214,20.0,44.0,610.0,586.0,INLT,UPVC,145.0,,SAP,2.5,ROT,1.0,
3070072901,474500214,44.0,48.0,586.0,582.0,INLT,UPVC,145.0,,UNK,,ROT,1.0,
3076042871,534400038,0.0,20.2,575.98,555.78,LIN,PVC,200.0,,UNK,,UNK,1.0,
3076042871,534400038,0.0,20.2,575.98,555.78,VOID,UNK,,,UNK,,UNK,1.0,
3076582081,514500014,0.0,43.89,682.0,638.11,LIN,UNK,102.0,,UNK,,UNK,1.0,
3076582081,514500014,0.0,45.11,682.0,636.89,VOID,UNK,,,UNK,,UNK,1.0,
3076582081,514500014,43.89,45.11,638.11,636.89,INLT,UNK,,,UNK,,ROT,1.0,
3080255501,504500020,0.0,6.0,632.86,626.86,LIN,STL,219.0,,UNK,,UNK,1.0,
3080255501,504500020,0.0,42.0,632.86,590.86,LIN,PVC,163.0,,UNK,,UNK,1.0,
3080255501,504500020,0.0,54.0,632.86,578.86,VOID,UNK,,,UNK,,UNK,1.0,
3080255501,504500020,42.0,48.0,590.86,584.86,INLT,UPVC,163.0,,SLAP,2.0,ROT,1.0,
3080255501,504500020,48.0,54.0,584.86,578.86,INLT,UPVC,163.0,,UNK,,ROT,1.0,
3083425481,484300012,-0.5,5.0,584.45,578.95,LIN,STL,203.0,,UNK,,UNK,1.0,
3083425481,484300012,-0.5,42.0,584.45,541.95,LIN,PVC,143.0,,UNK,,UNK,1.0,
3083425481,484300012,-0.5,66.7,584.45,517.25,VOID,UNK,,,UNK,,UNK,1.0,
3083425481,484300012,42.0,54.0,541.95,529.95,INLT,UPVC,143.0,,SLAP,2.0,ROT,1.0,
3083425481,484300012,54.0,66.7,529.95,517.25,INLT,UPVC,143.0,,UNK,,ROT,1.0,
3083507201,504300002,0.0,12.0,460.03,448.03,LIN,PVC,150.0,,UNK,,UNK,1.0,
3083507201,504300002,0.0,24.6,460.03,435.43,VOID,UNK,,,UNK,,UNK,1.0,
3083507201,504300002,12.0,18.0,448.03,442.03,INLT,UPVC,150.0,,SLAP,,CBT,1.0,
3083507201,504300002,18.0,24.6,442.03,435.43,INLT,UNK,,,UNK,,CBT,1.0,
3093346601,534500124,-0.3,3.0,644.3,641.0,LIN,STL,208.0,,UNK,,UNK,1.0,
3093346601,534500124,-0.3,16.0,644.3,628.0,LIN,PVC,145.0,,UNK,,UNK,1.0,
3093346601,534500124,-0.3,31.0,644.3,613.0,VOID,UNK,,,UNK,,UNK,1.0,
3093346601,534500124,16.0,31.0,628.0,613.0,INLT,UPVC,145.0,,SLAP,3.0,ROT,1.0,
3096387701,534400035,-0.47,29.533000000000015,553.92,523.92,LIN,PVC,138.0,,UNK,,UNK,1.0,
3096387701,534400035,-0.47,3.5330000000000155,553.92,549.92,LIN,STL,200.0,,UNK,,UNK,1.0,
3096387701,534400035,-0.47,29.533000000000015,553.92,523.92,VOID,UNK,,,UNK,,UNK,1.0,
3096387701,534400035,20.53,26.533000000000015,532.92,526.92,INLT,UPVC,138.0,,SLAP,,UNK,1.0,
3096387701,534400035,26.53,29.533000000000015,526.92,523.92,INLT,UNK,,,UNK,,UNK,1.0,
3096678871,534500039,0.0,5.0,707.0,702.0,LIN,STL,203.0,,UNK,,UNK,1.0,
3096678871,534500039,0.0,21.0,707.0,686.0,LIN,STL,152.0,,UNK,,UNK,1.0,
3096678871,534500039,0.0,30.0,707.0,677.0,VOID,UNK,,,UNK,,UNK,1.0,
3096678871,534500039,21.0,27.0,686.0,680.0,INLT,STL,152.0,,PS,,ROT,1.0,
3096678871,534500039,27.0,30.0,680.0,677.0,INLT,STL,152.0,,UNK,,ROT,1.0,
3097364461,524500012,-0.4,6.7,666.6,659.5,LIN,STL,152.0,,UNK,,UNK,1.0,
3097364461,524500012,-0.4,11.16,666.6,655.04,VOID,UNK,,,UNK,,UNK,1.0,
3097364461,524500012,6.7,11.16,659.5,655.04,INLT,STL,152.0,,SLAP,3.0,ROT,1.0,
3106724001,474500015,0.0,2.59,703.0,700.41,LIN,UNK,203.0,,UNK,,UNK,1.0,
3106724001,474500015,0.0,2.59,703.0,700.41,VOID,UNK,,,UNK,,UNK,1.0,
3111536991,514500089,-0.5,6.0,744.5,738.0,LIN,STL,204.0,,UNK,,UNK,1.0,
3111536991,514500089,-0.5,15.5,744.5,728.5,LIN,PVC12,148.0,,UNK,,UNK,1.0,
3111536991,514500089,-0.5,27.5,744.5,716.5,VOID,UNK,,,UNK,,UNK,1.0,
3111536991,514500089,15.5,27.5,728.5,716.5,INLT,UPVC12,148.0,,SLAP,6.0,ROT,1.0,
3126164971,534500128,-1.0,4.997000000000071,629.39,623.39,LIN,STL,206.0,,UNK,,UNK,1.0,
3126164971,534500128,-1.0,28.49700000000007,629.39,599.89,LIN,PVC,150.0,,UNK,,UNK,1.0,
3126164971,534500128,-1.0,28.49700000000007,629.39,599.89,VOID,UNK,,,UNK,,UNK,1.0,
3126164971,534500128,19.5,25.49700000000007,608.89,602.89,INLT,UPVC,150.0,,SLAP,3.0,ROT,1.0,
3129431301,474400009,0.0,9.0,490.99,481.99,LIN,PVC,138.0,,UNK,,UNK,1.0,
3129431301,474400009,0.0,9.0,490.99,481.99,VOID,UNK,,,UNK,,UNK,1.0,
3136762451,514000003,0.0,0.5,301.0,300.5,LIN,PVC,,,UNK,,UNK,1.0,
3136762451,514000003,0.0,15.5,301.0,285.5,LIN,PVC,150.0,,UNK,,UNK,1.0,
3136762451,514000003,0.0,69.0,301.0,232.0,VOID,UNK,,,UNK,,UNK,1.0,
3136762451,514000003,15.5,69.0,285.5,232.0,INLT,UNK,,,UNK,,ROT,1.0,
3137612461,544500173,0.0,27.0,602.17,575.17,LIN,PVC,170.0,,UNK,,UNK,1.0,
3137612461,544500173,0.0,31.0,602.17,571.17,VOID,UNK,,,UNK,,UNK,1.0,
3137612461,544500173,27.0,31.0,575.17,571.17,INLT,UPVC,170.0,,SLAP,3.0,ROT,1.0,
3142146961,534500115,-0.3,5.7,648.3,642.3,LIN,STL,208.0,,UNK,,UNK,1.0,
3142146961,534500115,-0.3,11.0,648.3,637.0,LIN,PVC,55.0,,UNK,,UNK,1.0,
3142146961,534500115,-0.3,29.0,648.3,619.0,VOID,UNK,,,UNK,,UNK,1.0,
3142146961,534500115,11.0,29.0,637.0,619.0,INLT,UPVC,55.0,,SLAP,2.0,ROT,1.0,
3148444821,534500060,0.0,12.0,626.07,614.07,LIN,STL,152.0,,UNK,,UNK,1.0,
3148444821,534500060,0.0,18.0,626.07,608.07,VOID,UNK,,,UNK,,UNK,1.0,
3148444821,534500060,12.0,18.0,614.07,608.07,INLT,UNK,,,SLAP,,CBT,1.0,
3160346031,534500139,-0.5,5.5,624.52,618.52,LIN,STL,205.0,,UNK,,UNK,1.0,
3160346031,534500139,-0.5,29.5,624.52,594.52,LIN,PVC,150.0,,UNK,,UNK,1.0,
3160346031,534500139,-0.5,29.5,624.52,594.52,VOID,UNK,,,UNK,,UNK,1.0,
3160346031,534500139,17.5,29.5,606.52,594.52,INLT,UPVC,150.0,,SLAP,3.0,ROT,1.0,
3161654551,494500006,-0.45,24.46,677.45,652.54,LIN,STL,117.0,,UNK,,UNK,1.0,
3161654551,494500006,-0.45,34.6,677.45,642.4,VOID,UNK,,,UNK,,UNK,1.0,
3161654551,494500006,24.46,32.42,652.54,644.58,INLT,UNK,,,SLAP,,ROT,1.0,
3161654551,494500006,32.42,34.6,644.58,642.4,INLT,UNK,,,UNK,,ROT,1.0,
3164966951,534500059,5.0,11.5,623.0,616.5,LIN,UNK,152.0,,UNK,,UNK,1.0,
3164966951,534500059,5.0,20.0,623.0,608.0,VOID,UNK,,,UNK,,UNK,1.0,
3164966951,534500059,11.5,20.0,616.5,608.0,INLT,UPVC,,,SLAP,,CBT,1.0,
3167442111,534500116,-0.76,3.6399999999999864,647.72,643.32,LIN,STL,208.0,,UNK,,UNK,1.0,
3167442111,534500116,-0.76,15.439999999999987,647.72,631.52,LIN,PVC,55.0,,UNK,,UNK,1.0,
3167442111,534500116,-0.76,33.43999999999998,647.72,613.52,VOID,UNK,,,UNK,,UNK,1.0,
3167442111,534500116,15.44,33.43999999999998,631.52,613.52,INLT,UPVC,55.0,,SLAP,2.0,ROT,1.0,
3168247731,474500037,0.0,12.19,625.0,612.81,LIN,UNK,127.0,,UNK,,UNK,1.0,
3168247731,474500037,0.0,32.0,625.0,593.0,VOID,UNK,,,UNK,,UNK,1.0,
3168247731,474500037,12.19,32.0,612.81,593.0,INLT,UNK,125.0,,UNK,,ROT,1.0,
3169567131,534500133,-0.4,5.5,612.4,606.5,LIN,STL,206.0,,UNK,,UNK,1.0,
3169567131,534500133,-0.4,36.0,612.4,576.0,LIN,PVC,150.0,,UNK,,UNK,1.0,
3169567131,534500133,-0.4,36.0,612.4,576.0,VOID,UNK,,,UNK,,UNK,1.0,
3169567131,534500133,18.0,24.0,594.0,588.0,INLT,UPVC,150.0,,SLAP,3.0,ROT,1.0,
3169567131,534500133,27.0,35.0,585.0,577.0,INLT,UPVC,150.0,,SLAP,3.0,ROT,1.0,
3170447111,534500152,0.4,5.6,621.55,616.35,LIN,STL,206.0,,UNK,,UNK,1.0,
3170447111,534500152,0.4,5.6,621.55,616.35,VOID,UNK,,,UNK,,UNK,1.0,
3171369321,534500104,-0.5,2.5,652.5,649.5,LIN,STL,206.0,,UNK,,UNK,1.0,
3171369321,534500104,-0.5,36.5,652.5,615.5,LIN,PVC,143.0,,UNK,,UNK,1.0,
3171369321,534500104,-0.5,36.5,652.5,615.5,VOID,UNK,,,UNK,,UNK,1.0,
3171369321,534500104,20.5,32.5,631.5,619.5,INLT,UNK,143.0,,SLAP,2.0,ROT,1.0,
3171547911,534500114,-0.4,24.5,648.4,623.5,LIN,PVC,145.0,,UNK,,UNK,1.0,
3171547911,534500114,-0.4,42.5,648.4,605.5,VOID,UNK,,,UNK,,UNK,1.0,
3171547911,534500114,-0.3,5.7,648.3,642.3,LIN,STL,208.0,,UNK,,UNK,1.0,
3171547911,534500114,24.5,42.5,623.5,605.5,INLT,UPVC,145.0,,SLAP,3.0,ROT,1.0,
3174943921,534500153,-0.33,5.070000000000005,621.61,616.21,LIN,STL,206.0,,UNK,,UNK,1.0,
3174943921,534500153,-0.33,29.370000000000005,621.61,591.91,LIN,PVC,150.0,,UNK,,UNK,1.0,
3174943921,534500153,-0.33,29.370000000000005,621.61,591.91,VOID,UNK,,,UNK,,UNK,1.0,
3174943921,534500153,20.37,26.370000000000005,600.91,594.91,INLT,UPVC,150.0,,SLAP,3.0,ROT,1.0,
3183269001,534500132,-0.5,5.5,612.5,606.5,LIN,STL,206.0,,UNK,,UNK,1.0,
3183269001,534500132,-0.5,19.0,612.5,593.0,LIN,PVC,150.0,,UNK,,UNK,1.0,
3183269001,534500132,-0.5,19.0,612.5,593.0,VOID,UNK,,,UNK,,UNK,1.0,
3183269001,534500132,11.0,17.0,601.0,595.0,INLT,UPVC,150.0,,SLAP,3.0,ROT,1.0,
3185444541,494500041,-0.5,5.5,670.5,664.5,LIN,STL,205.0,,UNK,,UNK,1.0,
3185444541,494500041,-0.5,48.0,670.5,622.0,LIN,PVC,150.0,,UNK,,UNK,1.0,
3185444541,494500041,-0.5,60.0,670.5,610.0,VOID,UNK,,,UNK,,UNK,1.0,
3185444541,494500041,36.0,48.0,634.0,622.0,INLT,UPVC,150.0,,SLAP,3.0,ROT,1.0,
3185444541,494500041,48.0,60.0,622.0,610.0,INLT,UPVC,150.0,,UNK,,ROT,1.0,
3189856451,514500119,0.5,5.5,672.5,667.5,LIN,STL,250.0,,UNK,,UNK,1.0,
3189856451,514500119,0.5,18.5,672.5,654.5,LIN,PVC,155.0,,UNK,,UNK,1.0,
3189856451,514500119,0.5,36.5,672.5,636.5,VOID,UNK,,,UNK,,UNK,1.0,
3189856451,514500119,18.5,36.5,654.5,636.5,INLT,UPVC,,,SAP,1.0,ROT,1.0,
3190245951,534500110,-0.5,2.5,623.44,620.44,LIN,STL,205.0,,UNK,,UNK,1.0,
3190245951,534500110,-0.5,23.5,623.44,599.44,LIN,FRP,150.0,,UNK,,UNK,1.0,
3190245951,534500110,-0.5,23.5,623.44,599.44,VOID,UNK,,,UNK,,UNK,1.0,
3190245951,534500110,11.5,17.5,611.44,605.44,INLT,UNK,150.0,,SLAP,3.0,ROT,1.0,
3190837091,494500045,-0.5,5.5,664.5,658.5,LIN,STL,206.0,,UNK,,UNK,1.0,
3190837091,494500045,-0.5,26.0,664.5,638.0,LIN,PVC,150.0,,UNK,,UNK,1.0,
3190837091,494500045,-0.5,38.0,664.5,626.0,VOID,UNK,,,UNK,,UNK,1.0,
3190837091,494500045,26.0,32.0,638.0,632.0,INLT,UPVC,150.0,,SLAP,2.0,ROT,1.0,
3190837091,494500045,32.0,38.0,632.0,626.0,INLT,UPVC,150.0,,UNK,,ROT,1.0,
3191667661,534500129,-0.5,5.5,630.5,624.5,LIN,STL,206.0,,UNK,,UNK,1.0,
3191667661,534500129,-0.5,25.0,630.5,605.0,LIN,PVC,150.0,,UNK,,UNK,1.0,
3191667661,534500129,-0.5,25.0,630.5,605.0,VOID,UNK,,,UNK,,UNK,1.0,
3191667661,534500129,17.0,23.0,613.0,607.0,INLT,UPVC,150.0,,SLAP,3.0,ROT,1.0,
3192460551,514500070,0.0,15.0,674.0,659.0,LIN,PVC,150.0,,UNK,,UNK,1.0,
3192460551,514500070,0.0,15.5,674.0,658.5,VOID,UNK,,,UNK,,UNK,1.0,
3192460551,514500070,8.0,15.0,666.0,659.0,INLT,UNK,150.0,,SLAP,,CBT,1.0,
3192460551,514500070,15.0,15.5,659.0,658.5,INLT,UNK,150.0,,UNK,,CBT,1.0,
3192547301,534500023,0.0,30.0,647.0,617.0,LIN,UNK,203.0,,UNK,,UNK,1.0,
3192547301,534500023,0.0,39.3,647.0,607.7,VOID,UNK,,,UNK,,UNK,1.0,
3192547301,534500023,30.0,39.3,617.0,607.7,INLT,UNK,203.0,,PS,7.53,UNK,1.0,
3200387771,514500103,-0.5,2.5,703.5,700.5,LIN,STL,206.0,,UNK,,UNK,1.0,
3200387771,514500103,-0.5,12.0,703.5,691.0,LIN,PVC12,143.0,,UNK,,UNK,1.0,
3200387771,514500103,-0.5,36.5,703.5,666.5,VOID,UNK,,,UNK,,UNK,1.0,
3200387771,514500103,12.0,24.0,691.0,679.0,INLT,UPVC12,143.0,,SLAP,2.0,ROT,1.0,
3200387771,514500103,24.0,36.5,679.0,666.5,INLT,UPVC12,143.0,,UNK,,ROT,1.0,
3200845661,494500017,-0.5,6.0,669.5,663.0,LIN,STL,205.0,,UNK,,UNK,1.0,
3200845661,494500017,-0.5,54.0,669.5,615.0,LIN,PVC12,143.0,,UNK,,UNK,1.0,
3200845661,494500017,-0.5,66.0,669.5,603.0,VOID,UNK,,,UNK,,UNK,1.0,
3200845661,494500017,42.0,54.0,627.0,615.0,INLT,UPVC12,143.0,,SLAP,1.0,ROT,1.0,
3200845661,494500017,54.0,66.0,615.0,603.0,INLT,UPVC12,143.0,,UNK,,ROT,1.0,
3202949191,494500038,-0.5,5.5,673.5,667.5,LIN,STL,205.0,,UNK,,UNK,1.0,
3202949191,494500038,-0.5,57.0,673.5,616.0,LIN,PVC,150.0,,UNK,,UNK,1.0,
3202949191,494500038,-0.5,60.0,673.5,613.0,VOID,UNK,,,UNK,,UNK,1.0,
3202949191,494500038,51.0,57.0,622.0,616.0,INLT,UPVC,150.0,,SLAP,3.0,ROT,1.0,
3202949191,494500038,57.0,60.0,616.0,613.0,INLT,UPVC,150.0,,UNK,,ROT,1.0,
3204417541,484500005,0.0,24.0,594.91,570.91,LIN,UNK,152.0,,UNK,,UNK,1.0,
3204417541,484500005,0.0,30.0,594.91,564.91,VOID,UNK,,,UNK,,UNK,1.0,
3204417541,484500005,24.0,30.0,570.91,564.91,INLT,UPVC,152.0,,SLAP,,UNK,1.0,
3205881251,534500147,-0.5,5.5,591.5,585.5,LIN,STL,204.0,,UNK,,UNK,1.0,
3205881251,534500147,-0.5,43.5,591.5,547.5,LIN,PVC,155.0,,UNK,,UNK,1.0,
3205881251,534500147,-0.5,43.5,591.5,547.5,VOID,UNK,,,UNK,,UNK,1.0,
3205881251,534500147,31.5,37.5,559.5,553.5,INLT,UPVC,155.0,,SLAP,2.0,ROT,1.0,
3207019901,484200004,0.0,2.0,385.96,383.96,LIN,PVC45,205.0,,UNK,,UNK,1.0,
3207019901,484200004,0.0,32.0,385.96,353.96,LIN,PVC12,150.0,,UNK,,UNK,1.0,
3207019901,484200004,0.0,113.0,385.96,272.96,VOID,UNK,,,UNK,,UNK,1.0,
3207019901,484200004,32.0,113.0,353.96,272.96,INLT,UPVC12,145.0,,SLAP,4.0,ROT,1.0,
3208829631,524500022,-0.5,2.5,786.5,783.5,LIN,STL,206.0,,UNK,,UNK,1.0,
3208829631,524500022,-0.5,18.5,786.5,767.5,LIN,PVC12,143.0,,UNK,,UNK,1.0,
3208829631,524500022,-0.5,24.5,786.5,761.5,VOID,UNK,,,UNK,,UNK,1.0,
3208829631,524500022,18.5,24.5,767.5,761.5,INLT,UPVC12,143.0,,SLAP,2.0,ROT,1.0,
3209753601,494500014,0.0,1.5,677.0,675.5,LIN,STL,219.0,,UNK,,UNK,1.0,
3209753601,494500014,0.0,43.0,677.0,634.0,LIN,PVC,168.0,,UNK,,UNK,1.0,
3209753601,494500014,0.0,43.0,677.0,634.0,VOID,UNK,,,UNK,,UNK,1.0,
3211565641,474500095,-0.5,5.5,628.5,622.5,LIN,STL,205.0,,UNK,,UNK,1.0,
3211565641,474500095,-0.5,24.8,628.5,603.2,LIN,PVC,143.0,,UNK,,UNK,1.0,
3211565641,474500095,-0.5,36.8,628.5,591.2,VOID,UNK,,,UNK,,UNK,1.0,
3211565641,474500095,24.8,36.8,603.2,591.2,INLT,UPVC,143.0,,SLAP,3.0,ROT,1.0,
3211565781,474500038,0.0,30.78,628.0,597.22,LIN,UNK,127.0,,UNK,,UNK,1.0,
3211565781,474500038,0.0,39.62,628.0,588.38,VOID,UNK,,,UNK,,UNK,1.0,
3211565781,474500038,30.78,36.88,597.22,591.12,INLT,UNK,127.0,,SLAP,,ROT,1.0,
3211565781,474500038,36.88,39.62,591.12,588.38,INLT,UNK,,,UNK,,ROT,1.0,
3212338191,504500003,-0.91,31.09,703.91,671.91,LIN,UNK,152.0,,UNK,,UNK,1.0,
3212338191,504500003,-0.91,31.09,703.91,671.91,VOID,UNK,,,UNK,,UNK,1.0,
3213049061,534500113,-0.3,3.2,652.3,648.8,LIN,STL,208.0,,UNK,,UNK,1.0,
3213049061,534500113,-0.3,18.0,652.3,634.0,LIN,PVC,50.0,,UNK,,UNK,1.0,
3213049061,534500113,-0.3,36.5,652.3,615.5,VOID,UNK,,,UNK,,UNK,1.0,
3213049061,534500113,18.0,36.5,634.0,615.5,INLT,UPVC,55.0,,SLAP,2.0,ROT,1.0,
3213876521,464500083,59.0,60.0,618.0,617.0,INLT,UNK,,,UNK,,ROT,1.0,
3213876521,464500083,59.0,60.0,618.0,617.0,VOID,UNK,,,UNK,,UNK,1.0,
3216975291,474500213,0.0,2.7,632.0,629.3,LIN,STL,260.0,,UNK,,UNK,1.0,
3216975291,474500213,0.0,24.0,632.0,608.0,LIN,PVC,143.0,,UNK,,UNK,1.0,
3216975291,474500213,0.0,77.5,632.0,554.5,VOID,UNK,,,UNK,,UNK,1.0,
3216975291,474500213,24.0,75.5,608.0,556.5,INLT,UPVC,143.0,,SAP,1.0,ROT,1.0,
3216975291,474500213,75.5,77.5,556.5,554.5,INLT,UPVC,143.0,,UNK,,ROT,1.0,
3218543711,514500059,0.0,5.0,661.0,656.0,LIN,UNK,203.0,,UNK,,UNK,1.0,
3218543711,514500059,0.0,24.0,661.0,637.0,VOID,UNK,,,UNK,,UNK,1.0,
3218543711,514500059,5.0,17.5,656.0,643.5,LIN,STL,152.0,,UNK,,UNK,1.0,
3218543711,514500059,17.5,24.0,643.5,637.0,INLT,STL,152.0,,PS,,UNK,1.0,
3218810691,514500079,0.0,5.0,638.0,633.0,LIN,PVC,168.0,,UNK,,UNK,1.0,
3218810691,514500079,0.0,3.5,638.0,634.5,LIN,STL,219.0,,UNK,,UNK,1.0,
3218810691,514500079,0.0,31.0,638.0,607.0,VOID,UNK,,,UNK,,UNK,1.0,
3218810691,514500079,5.0,14.0,633.0,624.0,INLT,UPVC,168.0,,SLAP,12.0,ROT,1.0,
3218810691,514500079,14.0,31.0,624.0,607.0,INLT,UPVC,168.0,,UNK,,ROT,1.0,
3228946431,494500034,-0.5,5.5,672.5,666.5,LIN,STL,205.0,,UNK,,UNK,1.0,
3228946431,494500034,-0.5,29.3,672.5,642.7,LIN,PVC,150.0,,UNK,,UNK,1.0,
