MORPH_ID,HydroCode,FromDepth,ToDepth,TopElev,BottomElev,GALithType,MajorLithCode,MinorLithCode,Description,Source,LogType,isBasement,geometry
3000020001,CHRB0048,0.0,8.0,646.0,638.0,sand,,,,,,-999.0,
3000020001,CHRB0048,8.0,14.0,638.0,632.0,alluvial sediment,,,,,,-999.0,
3000020001,CHRB0048,14.0,17.0,632.0,629.0,calcrete,,,,,,-999.0,
3000020001,CHRB0048,17.0,25.0,629.0,621.0,calcrete,,,,,,-999.0,
3000020001,CHRB0048,25.0,27.0,621.0,619.0,alluvial sediment,,,,,,-999.0,
3000022001,CHRB0049,0.0,8.0,643.0,635.0,sand,,,,,,-999.0,
3000022001,CHRB0049,8.0,13.0,635.0,630.0,calcrete,,,,,,-999.0,
3000022001,CHRB0049,13.0,22.0,630.0,621.0,calcrete,,,,,,-999.0,
3000022001,CHRB0049,22.0,24.0,621.0,619.0,alluvial sediment,,,,,,-999.0,
3000024001,CHRB0050,0.0,10.0,647.0,637.0,sand,,,,,,-999.0,
3000024001,CHRB0050,10.0,14.0,637.0,633.0,calcrete,,,,,,-999.0,
3000026001,CHRB0051,0.0,5.0,649.0,644.0,sand,,,,,,-999.0,
3000026001,CHRB0051,5.0,13.0,644.0,636.0,alluvial sediment,,,,,,-999.0,
3000026001,CHRB0051,13.0,14.0,636.0,635.0,saprock,,,,,,-999.0,
3000028001,CHRB0052,0.0,10.0,647.0,637.0,sand,,,,,,-999.0,
3000028001,CHRB0052,10.0,13.0,637.0,634.0,gabbro,,,,,,1.0,
3000030001,CHRB0053,0.0,9.0,649.0,640.0,clay,,,,,,-999.0,
3000030001,CHRB0053,9.0,21.0,640.0,628.0,calcrete,,,,,,-999.0,
3000030001,CHRB0053,21.0,27.0,628.0,622.0,alluvial sediment,,,,,,-999.0,
3000032001,CHRB0054,0.0,2.0,648.0,646.0,sand,,,,,,-999.0,
3000032001,CHRB0054,2.0,3.0,646.0,645.0,alluvial sediment,,,,,,-999.0,
3000032001,CHRB0054,3.0,9.0,645.0,639.0,sand,,,,,,-999.0,
3000032001,CHRB0054,9.0,16.0,639.0,632.0,alluvial sediment,,,,,,-999.0,
3000032001,CHRB0054,16.0,19.0,632.0,629.0,calcrete,,,,,,-999.0,
3000032001,CHRB0054,19.0,24.0,629.0,624.0,alluvial sediment,,,,,,-999.0,
3000034001,CHRB0055,0.0,8.0,649.0,641.0,sand,,,,,,-999.0,
3000034001,CHRB0055,8.0,11.0,641.0,638.0,alluvial sediment,,,,,,-999.0,
3000034001,CHRB0055,11.0,19.0,638.0,630.0,calcrete,,,,,,-999.0,
3000034001,CHRB0055,19.0,22.0,630.0,627.0,alluvial sediment,,,,,,-999.0,
3000034981,MDRC0003,0.0,4.0,695.0,691.0,calcrete,,,,,,-999.0,
3000034981,MDRC0003,4.0,6.0,691.0,689.0,clay,,,,,,-999.0,
3000034981,MDRC0003,6.0,18.0,689.0,677.0,silcrete,,,,,,-999.0,
3000034981,MDRC0003,18.0,38.0,677.0,657.0,clay,,,,,,-999.0,
3000034981,MDRC0003,38.0,48.0,657.0,647.0,clay,,,,,,-999.0,
3000034981,MDRC0003,48.0,52.0,647.0,643.0,saprock,,,,,,-999.0,
3000034981,MDRC0003,52.0,54.0,643.0,641.0,clay,,,,,,-999.0,
3000034981,MDRC0003,54.0,64.0,641.0,631.0,clay,,,,,,-999.0,
3000034981,MDRC0003,64.0,65.0,631.0,630.0,clay,,,,,,-999.0,
3000034981,MDRC0003,65.0,66.0,630.0,629.0,clay,,,,,,-999.0,
3000034981,MDRC0003,66.0,79.0,629.0,616.0,silcrete,,,,,,-999.0,
3000034981,MDRC0003,79.0,82.0,616.0,613.0,clay,,,,,,-999.0,
3000034981,MDRC0003,82.0,84.0,613.0,611.0,saprock,,,,,,-999.0,
3000034981,MDRC0003,84.0,90.0,611.0,605.0,pyroxenite,,,,,,1.0,
3000035981,MDRC0002,0.0,6.0,692.0,686.0,saprock,,,,,,-999.0,
3000035981,MDRC0002,6.0,8.0,686.0,684.0,clay,,,,,,-999.0,
3000035981,MDRC0002,8.0,12.0,684.0,680.0,silcrete,,,,,,-999.0,
3000035981,MDRC0002,12.0,18.0,680.0,674.0,silcrete,,,,,,-999.0,
3000035981,MDRC0002,18.0,20.0,674.0,672.0,clay,,,,,,-999.0,
3000035981,MDRC0002,20.0,22.0,672.0,670.0,clay,,,,,,-999.0,
3000035981,MDRC0002,22.0,40.0,670.0,652.0,clay,,,,,,-999.0,
3000035981,MDRC0002,40.0,54.0,652.0,638.0,clay,,,,,,-999.0,
3000035981,MDRC0002,54.0,56.0,638.0,636.0,silcrete,,,,,,-999.0,
3000035981,MDRC0002,56.0,62.0,636.0,630.0,silcrete,,,,,,-999.0,
3000035981,MDRC0002,62.0,72.0,630.0,620.0,silcrete,,,,,,-999.0,
3000035981,MDRC0002,72.0,74.0,620.0,618.0,pyroxenite,,,,,,1.0,
3000035981,MDRC0002,74.0,76.0,618.0,616.0,saprock,,,,,,1.0,
3000035981,MDRC0002,76.0,82.0,616.0,610.0,silcrete,,,,,,1.0,
3000035981,MDRC0002,82.0,90.0,610.0,602.0,clay,,,,,,1.0,
3000035981,MDRC0002,90.0,92.0,602.0,600.0,saprock,,,,,,1.0,
3000035981,MDRC0002,92.0,94.0,600.0,598.0,clay,,,,,,1.0,
3000035981,MDRC0002,94.0,95.0,598.0,597.0,saprock,,,,,,1.0,
3000035981,MDRC0002,95.0,102.0,597.0,590.0,ultramafic intrusive rock,,,,,,1.0,
3000036001,CHRB0056,0.0,9.0,651.0,642.0,sand,,,,,,-999.0,
3000036001,CHRB0056,9.0,11.0,642.0,640.0,calcrete,,,,,,-999.0,
3000036001,CHRB0056,11.0,15.0,640.0,636.0,alluvial sediment,,,,,,-999.0,
3000036001,CHRB0056,15.0,16.0,636.0,635.0,calcrete,,,,,,-999.0,
3000036001,CHRB0056,16.0,19.0,635.0,632.0,alluvial sediment,,,,,,-999.0,
3000036001,CHRB0056,19.0,22.0,632.0,629.0,calcrete,,,,,,-999.0,
3000036001,CHRB0056,22.0,25.0,629.0,626.0,alluvial sediment,,,,,,-999.0,
3000038001,CHRB0057,0.0,6.0,652.0,646.0,sand,,,,,,-999.0,
3000038001,CHRB0057,6.0,22.0,646.0,630.0,alluvial sediment,,,,,,-999.0,
3000040001,CHRB0058,0.0,5.0,650.0,645.0,sand,,,,,,-999.0,
3000040001,CHRB0058,5.0,25.0,645.0,625.0,alluvial sediment,,,,,,-999.0,
3000042001,CHRB0059,0.0,4.0,651.0,647.0,sand,,,,,,-999.0,
3000042001,CHRB0059,4.0,12.0,647.0,639.0,alluvial sediment,,,,,,-999.0,
3000042001,CHRB0059,12.0,13.0,639.0,638.0,granite,,,,,,1.0,
3001134591,MDRC0093,0.0,9.0,693.0,684.0,sand,,,,,,-999.0,
3001134591,MDRC0093,9.0,21.0,684.0,672.0,clay,,,,,,-999.0,
3001134591,MDRC0093,21.0,33.0,672.0,660.0,clay,,,,,,-999.0,
3001134591,MDRC0093,33.0,36.0,660.0,657.0,silcrete,,,,,,-999.0,
3001134591,MDRC0093,36.0,51.0,657.0,642.0,clay,,,,,,-999.0,
3001134591,MDRC0093,51.0,74.0,642.0,619.0,silcrete,,,,,,-999.0,
3001134591,MDRC0093,74.0,78.0,619.0,615.0,silcrete,,,,,,-999.0,
3001134591,MDRC0093,78.0,92.0,615.0,601.0,silcrete,,,,,,-999.0,
3001134591,MDRC0093,92.0,96.0,601.0,597.0,dunite,,,,,,1.0,
3001136541,MDRC0001,0.0,3.0,691.0,688.0,calcrete,,,,,,-999.0,
3001136541,MDRC0001,3.0,41.0,688.0,650.0,clay,,,,,,-999.0,
3001136541,MDRC0001,41.0,52.0,650.0,639.0,silcrete,,,,,,-999.0,
3001136541,MDRC0001,52.0,58.0,639.0,633.0,silcrete,,,,,,-999.0,
3001136541,MDRC0001,58.0,60.0,633.0,631.0,clay,,,,,,-999.0,
3001136541,MDRC0001,60.0,64.0,631.0,627.0,silcrete,,,,,,-999.0,
3001136541,MDRC0001,64.0,66.0,627.0,625.0,silcrete,,,,,,-999.0,
3001136541,MDRC0001,66.0,80.0,625.0,611.0,magnesite,,,,,,1.0,
3001136541,MDRC0001,80.0,84.0,611.0,607.0,saprock,,,,,,1.0,
3001136541,MDRC0001,84.0,89.0,607.0,602.0,dunite,,,,,,1.0,
3001834211,MDRC0004,0.0,2.0,697.0,695.0,sand,,,,,,-999.0,
3001834211,MDRC0004,2.0,5.0,695.0,692.0,sand,,,,,,-999.0,
3001834211,MDRC0004,5.0,9.0,692.0,688.0,clay,,,,,,-999.0,
3001834211,MDRC0004,9.0,20.0,688.0,677.0,clay,,,,,,-999.0,
3001834211,MDRC0004,20.0,22.0,677.0,675.0,clay,,,,,,-999.0,
3001834211,MDRC0004,22.0,24.0,675.0,673.0,clay,,,,,,-999.0,
3001834211,MDRC0004,24.0,28.0,673.0,669.0,clay,,,,,,-999.0,
3001834211,MDRC0004,28.0,30.0,669.0,667.0,clay,,,,,,-999.0,
3001834211,MDRC0004,30.0,32.0,667.0,665.0,silcrete,,,,,,-999.0,
3001834211,MDRC0004,32.0,63.0,665.0,634.0,clay,,,,,,-999.0,
3001834211,MDRC0004,63.0,65.0,634.0,632.0,silcrete,,,,,,-999.0,
3001834211,MDRC0004,65.0,72.0,632.0,625.0,clay,,,,,,-999.0,
3002037801,CHRC0021,0.0,2.0,691.0,689.0,calcrete,,,,,,-999.0,
3002037801,CHRC0021,2.0,12.0,689.0,679.0,gabbro,,,,,,1.0,
3002038301,CHRC0020,0.0,2.0,693.0,691.0,calcrete,,,,,,-999.0,
3002038301,CHRC0020,2.0,18.0,691.0,675.0,gabbro,,,,,,1.0,
3002038801,CHRC0019,0.0,1.0,694.0,693.0,calcrete,,,,,,-999.0,
3002038801,CHRC0019,1.0,12.0,693.0,682.0,gabbro,,,,,,1.0,
3002039301,CHRC0018,0.0,2.0,696.0,694.0,calcrete,,,,,,-999.0,
3002039301,CHRC0018,2.0,10.0,694.0,686.0,gabbro,,,,,,1.0,
3005039421,534500167,0.0,2.0,596.95,594.95,clay,clyu,,RED SANDY CLAY,,,-999.0,
3005039421,534500167,0.0,2.0,596.95,594.95,sand,sand,,RED BROWN SAND,,,-999.0,
3005039421,534500167,2.0,10.0,594.95,586.95,gneiss,gnss,CLYU,HIGHLY WEATHER/FRACTURED GNEISS,,,1.0,
3005039421,534500167,2.0,4.0,594.95,592.95,granite,grnt,,WEATHERED GRANITE,,,1.0,
3005039421,534500167,4.0,18.0,592.95,578.95,dolerite,dolr,,BLACK DOLERITE DYKE,,,1.0,
3005039421,534500167,10.0,76.0,586.95,520.95,gneiss,gnss,,"GNEISS WITH MINOR IRON OXIDATION, QUARTZ, HORNEBLENDE, WITH MINOR K-FELDSPAR AND MICA.",,,1.0,
3005039421,534500167,18.0,86.0,578.95,510.95,granite,grnt,,FRESH GREY-GREEN GRANITE,,,1.0,
3005039421,534500167,76.0,86.0,520.95,510.95,gneiss,gnss,,"FRACTURED GNEISS WITH MINOR IRON OXIDATION, QUARTZ, HORNEBLENDE, WITH MINOR K-FELDSPAR AND MICA.",,,1.0,
3005528041,524500027,0.0,13.0,694.0,681.0,clay,clyu,,SANDY CLAY,,,-999.0,
3005528041,524500027,13.0,19.0,681.0,675.0,granite,grnt,,WEATHERED GRANITE,,,1.0,
3005528041,524500027,19.0,26.0,675.0,668.0,granite,grnt,,FRACTURED GRANITE,,,1.0,
3005872281,494500043,0.0,5.0,689.0,684.0,soil,soil,,SANDY TOPSOIL,,,-999.0,
3005872281,494500043,0.0,5.0,689.0,684.0,soil,tpsl,,SANDY TOPSOIL,,,-999.0,
3005872281,494500043,5.0,27.0,684.0,662.0,clay,clyu,,CLAY,,,-999.0,
3005872281,494500043,27.0,38.0,662.0,651.0,granite,grnt,,FRACTURED GRANITE,,,1.0,
3007826431,524500024,0.0,6.0,694.0,688.0,sand,sand,,SAND AND CLAY,,,-999.0,
3007826431,524500024,6.0,15.0,688.0,679.0,limestone,lmst,,LIMESTONE,,,-999.0,
3007826431,524500024,15.0,27.0,679.0,667.0,granite,grnt,,GRANITE,,,1.0,
3007828981,474500079,0.0,1.5,656.0,654.5,alluvial sediment,allv,,SANDY ALLUVIALS.,,,-999.0,
3007828981,474500079,0.0,3.0,656.0,653.0,sand,sand,,"MEDIUM RED-BROWN, CLAYEY, WITH COMMON FRAGMENTS OF WHITISH TO PALE GREY WEATHERED GRANULITE",,,-999.0,
3007828981,474500079,1.5,9.0,654.5,647.0,granite,grnt,,WEATHERED GRANITES.,,,1.0,
3007828981,474500079,3.0,9.0,653.0,647.0,granulite,grnl,,"PALE GREY TO BUFF COLOURED, HIGHLY WEATHERED WITH ABUNDANT CLAY, FIRM TO FRIABLE",,,1.0,
3007828981,474500079,9.0,16.5,647.0,639.5,granite,grnt,,GRANITES FRESHENING.,,,1.0,
3007828981,474500079,9.0,12.0,647.0,644.0,granulite,grnl,,"MEDIUM GREY, LESS WEATHERED, SLIGHT CLAY",,,1.0,
3007828981,474500079,12.0,16.5,644.0,639.5,granulite,grnl,,"MEDIUM GREY TO GREYISH GREEN, MEDIUM GRAINED, CRYSTALLINE QUARTZ, PLAGIOCLASE AND MAFIC MINERALS, FRESH TO SLIGHTLY WEATHERED",,,1.0,
3007857021,494500024,0.0,3.0,715.0,712.0,sand,sand,,SAND,,,-999.0,
3007857021,494500024,3.0,15.0,712.0,700.0,granite,grnt,,WEATHERED GRANITE,,,1.0,
3007857021,494500024,15.0,36.0,700.0,679.0,granite,grnt,,GRANITE,,,1.0,
3014576801,MDRC0110,0.0,2.0,679.0,677.0,sand,,,,,,-999.0,
3014576801,MDRC0110,2.0,16.0,677.0,663.0,clay,,,,,,-999.0,
3014576801,MDRC0110,16.0,40.0,663.0,639.0,basic intrusive rock,,,,,,1.0,
3015332941,474500001,0.0,1.22,666.0,664.78,clay,clyu,,CLAY,,,-999.0,
3015332941,474500001,0.0,1.22,666.0,664.78,silt,silt,SAND,LIGHT REDDISH BROWN SILT AND FINE SAND WITH FRAGMENTS OF SILICIFIED SEDIMENTS.,,,-999.0,
3015332941,474500001,1.22,7.62,664.78,658.38,granite,grnt,,GRANITE,,,1.0,
3015332941,474500001,1.22,7.62,664.78,658.38,gravel,grvl,SAND,BROWN AND GREY SUB ANGULAR PEBBLES OF AMPHIBOLITE AND SILICIFIED SEDIMENTS.,,,1.0,
3015332941,474500001,7.62,7.92,658.38,658.08,gravel,grvl,,COARSE GRAVEL AND SAND,,,1.0,
3015332941,474500001,7.62,7.92,658.38,658.08,sand,sand,,"BROWN AND GREY SILT SAND, AND GRIT WITH FRAGMENTS OF TRAVERTINE AND AMPHIBOLITE.",,,1.0,
3015332941,474500001,7.92,12.8,658.08,653.2,amphibolite,amph,,GREY HARD CRYSTALLINE ROCK RICH IN FELDSPAR.,,,1.0,
3017574601,MDRC0107,0.0,2.0,678.0,676.0,sand,,,,,,-999.0,
3017574601,MDRC0107,2.0,18.0,676.0,660.0,clay,,,,,,-999.0,
3017574601,MDRC0107,18.0,40.0,660.0,638.0,basic intrusive rock,,,,,,1.0,
3018337651,474500105,0.0,7.62,705.0,697.38,serpentinite,serp,,MAGNESITE AND SERPENTINE (CONTAINS SOME CHROMITE),,,1.0,
3018337651,474500105,7.62,22.86,697.38,682.14,serpentinite,serp,,"MAGNESITE AND SILICA CHIPS WITH ABUNDANT SERPENTINE GRAINS, RARE PYRRHOTITE GRAINS",,,1.0,
3018413681,534100007,0.0,3.0,300.64,297.64,sand,sand,,RED BROWN SAND,,,-999.0,
3018413681,534100007,3.0,6.0,297.64,294.64,silcrete,silc,,GREY AND YELLOW SILCRETE,,,-999.0,
3018413681,534100007,9.0,12.0,291.64,288.64,sand,sand,,YELLOW BROWN SAND,,,-999.0,
3018413681,534100007,12.0,13.0,288.64,287.64,silcrete,silc,,SILCRETE,,,-999.0,
3018413681,534100007,13.0,16.0,287.64,284.64,sand,sand,,YELLOW SAND,,,-999.0,
3018413681,534100007,16.0,49.0,284.64,251.64,sandstone,sdst,,WHITE SANDSTONE,,,-999.0,
3019132461,CHRC0160,0.0,6.0,695.0,689.0,clay,,,,,,-999.0,
3019132461,CHRC0160,6.0,10.0,689.0,685.0,saprock,,,,,,-999.0,
3019132461,CHRC0160,10.0,16.0,685.0,679.0,gabbro,,,,,,1.0,
3019735501,CHRC0166,0.0,12.0,689.0,677.0,clay,,,,,,-999.0,
3019735501,CHRC0166,12.0,26.0,677.0,663.0,clay,,,,,,-999.0,
3019735501,CHRC0166,26.0,36.0,663.0,653.0,clay,,,,,,-999.0,
3019735501,CHRC0166,36.0,48.0,653.0,641.0,clay,,,,,,-999.0,
3019735501,CHRC0166,48.0,66.0,641.0,623.0,silcrete,,,,,,-999.0,
3019735501,CHRC0166,66.0,70.0,623.0,619.0,clay,,,,,,-999.0,
3019735501,CHRC0166,70.0,82.0,619.0,607.0,saprolite,,,,,,-999.0,
3019735501,CHRC0166,82.0,88.0,607.0,601.0,saprock,,,,,,-999.0,
3019735501,CHRC0166,88.0,90.0,601.0,599.0,dunite,,,,,,1.0,
3019735991,CHRC0167,0.0,12.0,688.0,676.0,clay,,,,,,-999.0,
3019735991,CHRC0167,12.0,30.0,676.0,658.0,clay,,,,,,-999.0,
3019735991,CHRC0167,30.0,36.0,658.0,652.0,saprolite,,,,,,-999.0,
3019735991,CHRC0167,36.0,50.0,652.0,638.0,saprock,,,,,,-999.0,
3019735991,CHRC0167,50.0,54.0,638.0,634.0,saprolite,,,,,,-999.0,
3019735991,CHRC0167,54.0,74.0,634.0,614.0,saprock,,,,,,-999.0,
3019735991,CHRC0167,74.0,78.0,614.0,610.0,saprolite,,,,,,-999.0,
3019735991,CHRC0167,78.0,88.0,610.0,600.0,saprock,,,,,,-999.0,
3019735991,CHRC0167,88.0,90.0,600.0,598.0,pyroxenite,,,,,,1.0,
3019737001,CHRC0169,0.0,6.0,692.0,686.0,clay,,,,,,-999.0,
3019737001,CHRC0169,6.0,38.0,686.0,654.0,clay,,,,,,-999.0,
3019737001,CHRC0169,38.0,48.0,654.0,644.0,clay,,,,,,-999.0,
3019737001,CHRC0169,48.0,60.0,644.0,632.0,clay,,,,,,-999.0,
3019737001,CHRC0169,60.0,78.0,632.0,614.0,saprock,,,,,,-999.0,
3019737001,CHRC0169,78.0,80.0,614.0,612.0,clay,,,,,,-999.0,
3019737001,CHRC0169,80.0,82.0,612.0,610.0,saprock,,,,,,-999.0,
3019737001,CHRC0169,82.0,84.0,610.0,608.0,dunite,,,,,,1.0,
3019833471,CHRC0162,0.0,12.0,693.0,681.0,clay,,,,,,-999.0,
3019833471,CHRC0162,12.0,18.0,681.0,675.0,clay,,,,,,-999.0,
3019833471,CHRC0162,18.0,20.0,675.0,673.0,saprock,,,,,,-999.0,
3019833471,CHRC0162,20.0,30.0,673.0,663.0,gneiss,,,,,,1.0,
3019836481,CHRC0168,0.0,10.0,691.0,681.0,clay,,,,,,-999.0,
3019836481,CHRC0168,10.0,14.0,681.0,677.0,silcrete,,,,,,-999.0,
3019836481,CHRC0168,14.0,18.0,677.0,673.0,clay,,,,,,-999.0,
3019836481,CHRC0168,18.0,48.0,673.0,643.0,clay,,,,,,-999.0,
3019836481,CHRC0168,48.0,74.0,643.0,617.0,saprock,,,,,,-999.0,
3019836481,CHRC0168,74.0,80.0,617.0,611.0,clay,,,,,,-999.0,
3019836481,CHRC0168,80.0,94.0,611.0,597.0,saprock,,,,,,-999.0,
3019836481,CHRC0168,94.0,96.0,597.0,595.0,dunite,,,,,,1.0,
3019837461,CHRC0170,0.0,2.0,690.0,688.0,calcrete,,,,,,-999.0,
3019837461,CHRC0170,2.0,6.0,688.0,684.0,clay,,,,,,-999.0,
3019837461,CHRC0170,6.0,20.0,684.0,670.0,clay,,,,,,-999.0,
3019837461,CHRC0170,20.0,38.0,670.0,652.0,saprolite,,,,,,-999.0,
3019837461,CHRC0170,38.0,58.0,652.0,632.0,saprolite,,,,,,-999.0,
3019837461,CHRC0170,58.0,68.0,632.0,622.0,saprock,,,,,,-999.0,
3019837461,CHRC0170,68.0,74.0,622.0,616.0,saprock,,,,,,-999.0,
3019837461,CHRC0170,74.0,82.0,616.0,608.0,saprock,,,,,,-999.0,
3019837461,CHRC0170,82.0,90.0,608.0,600.0,dunite,,,,,,1.0,
3019931961,CHRC0159,0.0,5.0,694.0,689.0,clay,,,,,,-999.0,
3019931961,CHRC0159,5.0,8.0,689.0,686.0,saprock,,,,,,-999.0,
3019931961,CHRC0159,8.0,12.0,686.0,682.0,gneiss,,,,,,1.0,
3019932981,CHRC0161,0.0,7.0,694.0,687.0,clay,,,,,,-999.0,
3019932981,CHRC0161,7.0,18.0,687.0,676.0,gneiss,,,,,,1.0,
3019933991,CHRC0163,0.0,10.0,693.0,683.0,clay,,,,,,-999.0,
3019933991,CHRC0163,10.0,20.0,683.0,673.0,clay,,,,,,-999.0,
3019933991,CHRC0163,20.0,34.0,673.0,659.0,clay,,,,,,-999.0,
3019933991,CHRC0163,34.0,46.0,659.0,647.0,saprolite,,,,,,-999.0,
3019933991,CHRC0163,46.0,55.0,647.0,638.0,saprock,,,,,,-999.0,
3019933991,CHRC0163,55.0,60.0,638.0,633.0,gneiss,,,,,,1.0,
3019934501,CHRC0164,0.0,12.0,692.0,680.0,clay,,,,,,-999.0,
3019934501,CHRC0164,12.0,22.0,680.0,670.0,clay,,,,,,-999.0,
3019934501,CHRC0164,22.0,24.0,670.0,668.0,clay,,,,,,-999.0,
3019934501,CHRC0164,24.0,28.0,668.0,664.0,clay,,,,,,-999.0,
3019934501,CHRC0164,28.0,32.0,664.0,660.0,clay,,,,,,-999.0,
3019934501,CHRC0164,32.0,40.0,660.0,652.0,clay,,,,,,-999.0,
3019934501,CHRC0164,40.0,42.0,652.0,650.0,saprolite,,,,,,-999.0,
3019934501,CHRC0164,42.0,56.0,650.0,636.0,saprock,,,,,,-999.0,
3019934501,CHRC0164,56.0,60.0,636.0,632.0,pyroxenite,,,,,,1.0,
3019934981,CHRC0165,0.0,12.0,690.0,678.0,clay,,,,,,-999.0,
3019934981,CHRC0165,12.0,20.0,678.0,670.0,magnesite,,,,,,1.0,
3019934981,CHRC0165,20.0,24.0,670.0,666.0,magnesite,,,,,,1.0,
3019934981,CHRC0165,24.0,36.0,666.0,654.0,clay,,,,,,1.0,
3019934981,CHRC0165,36.0,44.0,654.0,646.0,clay,,,,,,1.0,
3019934981,CHRC0165,44.0,70.0,646.0,620.0,clay,,,,,,1.0,
3019934981,CHRC0165,70.0,106.0,620.0,584.0,saprolite,,,,,,1.0,
3019934981,CHRC0165,106.0,108.0,584.0,582.0,pyroxenite,,,,,,1.0,
3019937981,CHRC0171,0.0,2.0,690.0,688.0,clay,,,,,,-999.0,
3019937981,CHRC0171,2.0,4.0,688.0,686.0,magnesite,,,,,,1.0,
3019937981,CHRC0171,4.0,8.0,686.0,682.0,saprolite,,,,,,1.0,
3019937981,CHRC0171,8.0,12.0,682.0,678.0,saprock,,,,,,1.0,
3019937981,CHRC0171,12.0,30.0,678.0,660.0,pyroxenite,,,,,,1.0,
3020060001,CHRC0011,0.0,4.0,666.0,662.0,calcrete,,,,,,-999.0,
3020060001,CHRC0011,4.0,16.0,662.0,650.0,clay,,,,,,-999.0,
3020060001,CHRC0011,16.0,20.0,650.0,646.0,clay,,,,,,-999.0,
3020060001,CHRC0011,20.0,24.0,646.0,642.0,gabbro,,,,,,1.0,
3020061001,CHRC0010,0.0,4.0,663.0,659.0,calcrete,,,,,,-999.0,
3020061001,CHRC0010,4.0,6.0,659.0,657.0,clay,,,,,,-999.0,
3020061001,CHRC0010,6.0,12.0,657.0,651.0,clay,,,,,,-999.0,
3020061001,CHRC0010,12.0,20.0,651.0,643.0,clay,,,,,,-999.0,
3020061001,CHRC0010,20.0,22.0,643.0,641.0,saprock,,,,,,-999.0,
3020061001,CHRC0010,22.0,30.0,641.0,633.0,gabbro,,,,,,1.0,
3020062001,CHRC0009,0.0,2.0,660.0,658.0,calcrete,,,,,,-999.0,
3020062001,CHRC0009,2.0,10.0,658.0,650.0,clay,,,,,,-999.0,
3020062001,CHRC0009,10.0,18.0,650.0,642.0,clay,,,,,,-999.0,
3020062001,CHRC0009,18.0,30.0,642.0,630.0,clay,,,,,,-999.0,
3020062001,CHRC0009,30.0,36.0,630.0,624.0,granite,,,,,,1.0,
3020063001,CHRC0008,0.0,2.0,657.0,655.0,calcrete,,,,,,-999.0,
3020063001,CHRC0008,2.0,6.0,655.0,651.0,clay,,,,,,-999.0,
3020063001,CHRC0008,6.0,12.0,651.0,645.0,silcrete,,,,,,-999.0,
3020063001,CHRC0008,12.0,20.0,645.0,637.0,saprock,,,,,,-999.0,
3020063001,CHRC0008,20.0,36.0,637.0,621.0,granite,,,,,,1.0,
3020064001,CHRC0007,0.0,2.0,656.0,654.0,calcrete,,,,,,-999.0,
3020064001,CHRC0007,2.0,12.0,654.0,644.0,clay,,,,,,-999.0,
3020064001,CHRC0007,12.0,20.0,644.0,636.0,clay,,,,,,-999.0,
3020064001,CHRC0007,20.0,26.0,636.0,630.0,granite,,,,,,1.0,
3020393391,484300017,0.0,3.0,565.0,562.0,sand,sand,,SAND,,,-999.0,
3020393391,484300017,3.0,12.0,562.0,553.0,clay,clyu,,SANDY CLAY,,,-999.0,
3020393391,484300017,15.0,24.0,550.0,541.0,granite,grnt,,WEATHERED GRANITE,,,1.0,
3020393391,484300017,24.0,36.0,541.0,529.0,granite,grnt,,GRANITE,,,1.0,
3020816271,484300020,0.0,5.0,591.0,586.0,sand,sand,,SAND,,,-999.0,
3020816271,484300020,5.0,39.0,586.0,552.0,clay,clyu,,SANDY CLAY,,,-999.0,
3020816271,484300020,39.0,48.0,552.0,543.0,clay,clyu,,CLAY,,,-999.0,
3020816271,484300020,48.0,60.0,543.0,531.0,sand,sand,,SANDS & GRAVEL,,,-999.0,
3020816271,484300020,60.0,63.0,531.0,528.0,granite,grnt,,GRANITE,,,1.0,
3020932601,524500026,0.0,6.0,691.0,685.0,sand,sand,,SAND,,,-999.0,
3020932601,524500026,6.0,17.0,685.0,674.0,granite,grnt,,GRANITE,,,1.0,
3022775191,MDRC0108,0.0,2.0,677.0,675.0,sand,,,,,,-999.0,
3022775191,MDRC0108,2.0,12.0,675.0,665.0,clay,,,,,,-999.0,
3022775191,MDRC0108,12.0,40.0,665.0,637.0,basic intrusive rock,,,,,,1.0,
3023371321,474400003,0.0,9.0,540.93,531.93,laterite,latr,,HARD LATERITE,,,-999.0,
3023371321,474400003,0.0,8.0,540.93,532.93,limestone,lmst,,"WHITE TO PALE PINK, WITH SOLUTION CAVITIES,AND VEINS OF WHITE,IRON-STAINED CHALCEDONY",,,-999.0,
3023371321,474400003,8.0,18.5,532.93,522.43,silt,silt,CLYU,"PALE TO DARK BROWN, WITH MINOR AMOUNT OF COARSE GRAVEL AND SAND.",,,-999.0,
3023371321,474400003,9.0,47.0,531.93,493.93,gravel,grvl,,"GRAVELS, SAND AND CLAYS",,,-999.0,
3023371321,474400003,18.5,19.5,522.43,521.43,clay,clyu,,"DARK BROWN, HIGHLY PLASTIC",,,-999.0,
3023371321,474400003,19.5,32.0,521.43,508.93,clay,clyu,,"PALE BROWN, SILTY AND SANDY",,,-999.0,
3023371321,474400003,32.0,38.0,508.93,502.93,clay,clyu,,"MOTTLED PALE GREY, GREEN, YELLOW AND DARK BROWN, WITH FRAGMENTS OF RED LATERITE NEAR BASE",,,-999.0,
3023371321,474400003,38.0,44.5,502.93,496.43,clay,clyu,,"DARK RED/BROWN AND PALE GREY, SILTY AND SANDY",,,-999.0,
