MORPH_ID,HydroCode,FromDepth,ToDepth,TopElev,BottomElev,HGUID,HGUNumber,NafHGUNumber,NafHGUName,Description,Author,Source,Comment,GA_UNIT,GA_STRATNO,geometry
3001059041,474400025,5.51,327.0,517.49,196.0,31000045.0,1044.0,125005,Jurassic sediments,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3001059041,474400025,327.0,337.85,196.0,185.15,31000126.0,1125.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3001059041,474400025,337.85,361.28,185.15,161.72,31000045.0,1044.0,125005,Jurassic sediments,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3005528041,524500027,0.0,13.0,694.0,681.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,SANDY CLAY,PAYNE JL,SAGeodata,,,-999999.0,
3005528041,524500027,13.0,19.0,681.0,675.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,WEATHERED,PAYNE JL,SAGeodata,,,-999999.0,
3005528041,524500027,19.0,26.0,675.0,668.0,31000045.0,1044.0,125005,Jurassic sediments,FRACTURED,PAYNE JL,SAGeodata,,,-999999.0,
3005872281,494500043,0.0,27.0,689.0,662.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,SANDY TOPSOIL WITH CLAY BENEATH,PAYNE JL,SAGeodata,,,-999999.0,
3005872281,494500043,27.0,38.0,662.0,651.0,31000045.0,1044.0,125005,Jurassic sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3007826431,524500024,0.0,6.0,694.0,688.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3007826431,524500024,6.0,15.0,688.0,679.0,31000137.0,1136.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3007826431,524500024,15.0,27.0,679.0,667.0,31000045.0,1044.0,125005,Jurassic sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3007828981,474500079,0.0,3.0,656.0,653.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,SANDY AND CLAYEY TOPSOIL WITH WEATHERED GRANULITE FRAGMENTS,"G. NICHOLS, (ALTERED BY JLP)",SAGeodata,,,-999999.0,
3007828981,474500079,3.0,9.0,653.0,647.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,"PALE GREY TO BUFF COLOURED, HIGHLY WEATHERED WITH ABUNDANT CLAY, FIRM TO FRIABLE","G. NICHOLS, (ALTERED BY JLP)",SAGeodata,,,-999999.0,
3007828981,474500079,9.0,16.5,647.0,639.5,31000045.0,1044.0,125005,Jurassic sediments,"MEDIUM GREY TO GREYISH GREEN, MEDIUM GRAINED, CRYSTALLINE QUARTZ, PLAGIOCLASE AND MAFIC MINERALS, FRESH TO SLIGHTLY WEATHERED","G. NICHOLS, (ALTERED BY JLP)",SAGeodata,,,-999999.0,
3007857021,494500024,0.0,3.0,715.0,712.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3007857021,494500024,3.0,15.0,712.0,700.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,WEATHERED,PAYNE JL,SAGeodata,,,-999999.0,
3007857021,494500024,15.0,36.0,700.0,679.0,31000087.0,1086.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,PAYNE JL,SAGeodata,,,-999999.0,
3015332941,474500001,0.0,7.92,666.0,658.08,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,"LIGHT REDDISH BROWN SILT IN UPPER 1.2M, BROWN SAND AND BROWN AND GREY SUB-ANGULAR FRAGMENTS OF AMPHIBOLITE AND TRAVERTINE",PAYNE JL,SAGeodata,,,-999999.0,
3015332941,474500001,7.92,12.8,658.08,653.2,31000045.0,1044.0,125005,Jurassic sediments,"GREY HARD CRYSTALLINE, RICH IN FELDSPAR",PAYNE JL,SAGeodata,,,-999999.0,
3018337651,474500105,0.0,7.62,705.0,697.38,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,MAGNESITE AND SERPENTINE (CONTAINING SOME CHROMITE),C.HELLWIG,SAGeodata,,,-999999.0,
3018337651,474500105,0.0,22.86,705.0,682.14,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,MAGNESITE AND SERPENTINE (CONTAINING SOME CHROMITE),C.HELLWIG,SAGeodata,,,-999999.0,
3018337651,474500105,7.62,22.86,697.38,682.14,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,"MAGNESITE AND SILICA CHIPS WITH ABUNDANT SERPENTINE GRAINS, RARE PYRRHOTITE GRAINS",C.HELLWIG,SAGeodata,,,-999999.0,
3020393391,484300017,0.0,12.0,565.0,553.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3020393391,484300017,12.0,24.0,553.0,541.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,WEATHERED,PAYNE JL,SAGeodata,,,-999999.0,
3020393391,484300017,24.0,36.0,541.0,529.0,31000087.0,1086.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,PAYNE JL,SAGeodata,,,-999999.0,
3020816271,484300020,0.0,48.0,591.0,543.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3020816271,484300020,48.0,60.0,543.0,531.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3020816271,484300020,60.0,63.0,531.0,528.0,31000045.0,1044.0,125005,Jurassic sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3020932601,524500026,0.0,6.0,691.0,685.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3020932601,524500026,6.0,17.0,685.0,674.0,31000045.0,1044.0,125005,Jurassic sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3023371321,474400003,0.0,8.0,540.93,532.93,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,WHITE-PINK CHALCEDONIC LIMESTONE WITH SOLUTION CAVITIES,G. NICHOLS,SAGeodata,,,-999999.0,
3023371321,474400003,8.0,44.5,532.93,496.43,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,"BROWN CLAY, SILTY IN UPPER PART",G. NICHOLS,SAGeodata,,,-999999.0,
3023371321,474400003,44.5,47.0,496.43,493.93,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,BROWN AND PURPLE GOSSANOUS LATERITE WITH QTZ. GRAINS,G. NICHOLS,SAGeodata,,,-999999.0,
3023707491,484300007,0.0,20.0,597.0,577.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,SAND AND CLAYEY SANDS,PAYNE JL,SAGeodata,,,-999999.0,
3023707491,484300007,20.0,26.0,577.0,571.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,LATERITE,PAYNE JL,SAGeodata,,,-999999.0,
3023707491,484300007,26.0,46.0,571.0,551.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,"DECOMPOSED GRANITE, SANDSTONE, MOTTLED SOFT CLAY AND MICACEOUS CLAY",PAYNE JL,SAGeodata,,,-999999.0,
3023707491,484300007,46.0,48.0,551.0,549.0,31000045.0,1044.0,125005,Jurassic sediments,"GRANITE, WEATHERED AT TOP",PAYNE JL,SAGeodata,,,-999999.0,
3024771181,474400010,0.0,2.0,540.93,538.93,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,RED,PAYNE JL,SAGeodata,,,-999999.0,
3024771181,474400010,2.0,12.0,538.93,528.93,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3024771181,474400010,12.0,42.0,528.93,498.93,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3024771181,474400010,42.0,54.0,498.93,486.93,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,CALCRETE AND LATERITE,PAYNE JL,SAGeodata,,,-999999.0,
3025654641,494500002,0.0,3.05,667.0,663.95,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3025654641,494500002,3.05,15.54,663.95,651.46,31000045.0,1044.0,125005,Jurassic sediments,"QUARTZ FELSPAR PYROXENE GRANULITE, WEATHERED AND BROKEN AT THE TOP, BECOMING FRESHER.",PAYNE JL,SAGeodata,,,-999999.0,
3027642381,524500018,0.0,2.0,684.0,682.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,BROWN SANDY SOIL,PAYNE JL,SAGeodata,,,-999999.0,
3027642381,524500018,2.0,30.0,682.0,654.0,31000045.0,1044.0,125005,Jurassic sediments,"GNEISSIC GRANULITE, FINER GRAINED HARD LIGHT GREY QUARTZ FELDSPAR BIOTITE - GNEISSIC GRANULITE WITH MINOR GARNET",PAYNE JL,SAGeodata,,,-999999.0,
3027853401,524500021,0.0,9.0,684.13,675.13,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,SAND OVER SANDY CLAY,PAYNE JL,SAGeodata,,,-999999.0,
3027853401,524500021,9.0,19.0,675.13,665.13,31000045.0,1044.0,125005,Jurassic sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3028013501,484300008,0.0,6.0,593.0,587.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,RED- BROWN COARSE SILTY SAND AND YELLOW-BROWN SANDY CLAY,PAYNE JL,SAGeodata,,,-999999.0,
3028013501,484300008,6.0,33.0,587.0,560.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,"YELLOW-BROWN,BROWN TO PURPLE CLAY WITH SAND-SIZE QUARTZ GRAINS_x000D_
SOME GNEISSIC TEXTURE",PAYNE JL,SAGeodata,,,-999999.0,
3028013501,484300008,33.0,60.0,560.0,533.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,CLAY WITH PRESERVED GNEISS AND TEXTURE,PAYNE JL,SAGeodata,,,-999999.0,
3028013501,484300008,60.0,84.0,533.0,509.0,31000045.0,1044.0,125005,Jurassic sediments,HARD PINK BROWN QTZ-FELSPAR WITH SOFT WEATHERED BIOTITE BANDS.  STILL SOME STAINING,PAYNE JL,SAGeodata,,,-999999.0,
3028188351,494500005,0.0,12.19,620.04,607.85,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,FINE-MED. GR. SILTY SAND,G. NICHOLS,SAGeodata,,,-999999.0,
3028188351,494500005,12.19,30.48,607.85,589.56,31000045.0,1044.0,125005,Jurassic sediments,"PARTLY CALCAREOUS AND SILTY QUARTZITE WITH SANDSTONE, SILTSTONE AND LIMESTONE FRAGMENTS",G. NICHOLS,SAGeodata,,,-999999.0,
3032340021,534400057,0.0,3.0,514.19,511.19,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,SANDY CLAY,PAYNE JL,SAGeodata,,,-999999.0,
3032340021,534400057,3.0,9.0,511.19,505.19,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3032340021,534400057,9.0,29.0,505.19,485.19,31000087.0,1086.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,PAYNE JL,SAGeodata,,,-999999.0,
3033338951,474500116,0.0,6.71,735.0,728.29,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,MAGNESITIC SERPENTINITE,C.HELLWIG,SAGeodata,,,-999999.0,
3037031051,474500204,0.0,2.0,694.0,692.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3037031051,474500204,2.0,6.0,692.0,688.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3037031051,474500204,6.0,128.0,688.0,566.0,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,"WEATHERED PROFILE, DEEP WEATHERING",NIKOLA VASILIC,SAGeodata,,,-999999.0,
3037031051,474500204,128.0,150.0,566.0,544.0,31000045.0,1044.0,125005,Jurassic sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3038734001,474500207,0.0,4.0,692.0,688.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3038734001,474500207,4.0,44.0,688.0,648.0,31000045.0,1044.0,125005,Jurassic sediments,"WEATHERED PROFILE, DEEP WEATHERING",NIKOLA VASILIC,SAGeodata,,,-999999.0,
3038734001,474500207,44.0,54.0,648.0,638.0,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3038734001,474500207,54.0,140.0,638.0,552.0,31000045.0,1044.0,125005,Jurassic sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3038734001,474500207,140.0,144.0,552.0,548.0,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3038734001,474500207,144.0,150.0,548.0,542.0,31000045.0,1044.0,125005,Jurassic sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039035021,474500208,0.0,18.0,692.0,674.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039035021,474500208,18.0,34.0,674.0,658.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039035021,474500208,34.0,74.0,658.0,618.0,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,"WEATHERED PROFILE, DEEP WEATHERING",NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039035021,474500208,74.0,150.0,618.0,542.0,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039237971,474500211,0.0,92.0,690.0,598.0,31000137.0,1136.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039237971,474500211,92.0,118.0,598.0,572.0,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,"WEATHERED PROFILE, DEEP WEATHERING",NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039237971,474500211,118.0,150.0,572.0,540.0,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039431971,474500205,0.0,6.0,694.0,688.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039431971,474500205,6.0,150.0,688.0,544.0,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,"WEATHERED PROFILE, DEEP WEATHERING",NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039933001,474500206,0.0,4.0,693.0,689.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039933001,474500206,4.0,30.0,689.0,663.0,31000045.0,1044.0,125005,Jurassic sediments,"WEATHERED PROFILE, DEEP WEATHERING",NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039933001,474500206,30.0,36.0,663.0,657.0,31000045.0,1044.0,125005,Jurassic sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039933001,474500206,36.0,40.0,657.0,653.0,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3039933001,474500206,40.0,81.5,653.0,611.5,31000045.0,1044.0,125005,Jurassic sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3040029981,474500203,0.0,1.0,696.0,695.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3040029981,474500203,1.0,109.0,695.0,587.0,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,"WEATHERED PROFILE, DEEP WEATHERING",NIKOLA VASILIC,SAGeodata,,,-999999.0,
3040029981,474500203,109.0,150.0,587.0,546.0,31000045.0,1044.0,125005,Jurassic sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3040038981,474500212,0.0,3.0,689.0,686.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3040038981,474500212,3.0,124.0,686.0,565.0,31000137.0,1136.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3040235981,474500209,0.0,22.0,689.0,667.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3040235981,474500209,22.0,50.0,667.0,639.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3040235981,474500209,50.0,90.0,639.0,599.0,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,"WEATHERED PROFILE, DEEP WEATHERING",NIKOLA VASILIC,SAGeodata,,,-999999.0,
3040235981,474500209,90.0,150.0,599.0,539.0,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3041236991,474500210,0.0,16.0,691.0,675.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3041236991,474500210,16.0,94.0,675.0,597.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3041236991,474500210,94.0,150.0,597.0,541.0,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3041595001,514300003,0.0,10.0,508.87,498.87,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3041595001,514300003,10.0,10.1,498.87,498.77,31000087.0,1086.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3042009811,484300023,0.0,45.0,595.0,550.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,SAND AND SANDY CLAY WITH INTERVAL OF (SANDSTONE?),PAYNE JL,SAGeodata,,,-999999.0,
3042009811,484300023,45.0,70.0,550.0,525.0,31000045.0,1044.0,125005,Jurassic sediments,,PAYNE JL,SAGeodata,,,-999999.0,
3043735141,474500014,0.0,7.01,693.0,685.99,31000137.0,1136.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,"RED SANDS AND GRAVELS, PARTLY LIME CEMENTED",S.MUELLER,SAGeodata,,,-999999.0,
3043735141,474500014,7.01,12.19,685.99,680.81,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,YELLOW-BROWN OCHRE WITH SOME CHALCEDONY AND JASPER,S.MUELLER,SAGeodata,,,-999999.0,
3043735141,474500014,12.19,66.14,680.81,626.86,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,"YELLOW-BROWN TO BROWN OCHRE WITH MANGANESE STAINING THROUGHOUT, AND SOME RESIDUAL CHROMITE. RELICT TEXTURES AFTER PYROXENE AND OLIVINE. SOME SAPONITIC CLAYS NEAR THE BASE",S.MUELLER,SAGeodata,,,-999999.0,
3043735141,474500014,71.02,74.98,621.98,618.02,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,"PALE-BROWN SOFT DECOMPOSED SERPENTINITE WITH VEINS OF WHITE CALCITE, AND SCATTERED SMALL NODULES OF CHALCEDONY",S.MUELLER,SAGeodata,,,-999999.0,
3049312531,474500090,0.0,18.0,706.0,688.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,SANDY CLAY,PAYNE JL,SAGeodata,,,-999999.0,
3049312531,474500090,18.0,30.0,688.0,676.0,31000087.0,1086.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,PAYNE JL,SAGeodata,,,-999999.0,
3049354381,494500035,0.0,35.3,683.0,647.7,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,"SANDY CLAY, CLAY, CONGLOMERATE",PAYNE JL,SAGeodata,,,-999999.0,
3050173721,474500056,0.0,5.12,672.0,666.88,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,JASPEROIDAL AND MAGNESITIC LATERITE,C.HELLWIG,SAGeodata,,,-999999.0,
3050173721,474500056,0.0,23.23,672.0,648.77,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,JASPEROIDAL AND MAGNESITIC LATERITE,C.HELLWIG,SAGeodata,,,-999999.0,
3050173721,474500056,5.12,7.8,666.88,664.2,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,JASPEROIDAL AND MAGNESITIC LATERITE WITH ROUNDED PEBBLES,C.HELLWIG,SAGeodata,,,-999999.0,
3050173721,474500056,7.8,22.1,664.2,649.9,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,JASPEROIDAL AND MAGNESITIC LATERITE,C.HELLWIG,SAGeodata,,,-999999.0,
3050173721,474500056,22.1,23.23,649.9,648.77,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,MAGNESITIC LATERITE,C.HELLWIG,SAGeodata,,,-999999.0,
3050173721,474500056,23.23,39.72,648.77,632.28,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,MAGNESITIC SERPENTINITE,C.HELLWIG,SAGeodata,,,-999999.0,
3050248271,484400012,0.0,2.0,546.99,544.99,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3050248271,484400012,2.0,11.0,544.99,535.99,31000045.0,1044.0,125005,Jurassic sediments,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3050248271,484400012,2.0,28.0,544.99,518.99,31000045.0,1044.0,125005,Jurassic sediments,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3050248271,484400012,11.0,28.0,535.99,518.99,31000045.0,1044.0,125005,Jurassic sediments,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3050248271,484400012,28.0,151.0,518.99,395.99,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3050248272,484400019,150.5,151.7,396.49,395.29,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3050248272,484400019,151.7,160.0,395.29,386.99,31000126.0,1125.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3050248272,484400019,160.0,556.1,386.99,-9.11,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3050248272,484400019,556.1,559.1,-9.11,-12.11,31000126.0,1125.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3050248272,484400019,559.1,750.9,-12.11,-203.91,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3050248272,484400019,750.9,758.6,-203.91,-211.61,31000126.0,1125.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3050248272,484400019,758.6,776.16,-211.61,-229.17,31000038.0,1037.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,LILIANA STOIAN,SAGeodata,,,-999999.0,
3051330191,484500013,0.0,1.0,703.0,702.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,RED FINE GRAINED AEOLIAN SAND (50CM) ON RED STAINED COLLUVIUM (50CM).,J. GUM,SAGeodata,,,-999999.0,
3051330191,484500013,1.0,28.0,702.0,675.0,31000045.0,1044.0,125005,Jurassic sediments,GREY TO WHITE AND PINK VERY FINE GRAINED BANDED (MYLONITISED) QUARTZ/FELDSPAR +/- GARNET/PYROXENE GNEISS WITH COMMON LIMONITE STAINING.,J. GUM,SAGeodata,,,-999999.0,
3053165891,474400013,0.0,1.0,531.0,530.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,RED FINE GRAINED AEOLIAN SAND WITH GRITS.,JUSTIN GUM,SAGeodata,,,-999999.0,
3053165891,474400013,1.0,21.0,530.0,510.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,"RED AND WHITE CALCRETE, CEMENTING QUARTZ AND FELDPSAR GRITS +/- CLAY, GRAVEL, MANGANESE STAINING AND MAGHEMITE.",JUSTIN GUM,SAGeodata,,,-999999.0,
3053165891,474400013,21.0,46.0,510.0,485.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,VERY FINE GRAINED CLAY WITH MINOR IRON OXIDES +/- GRITS AND LIMONITE.,JUSTIN GUM,SAGeodata,,,-999999.0,
3053165891,474400013,46.0,56.0,485.0,475.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,RED FINE TO MEDIUM GRAINED INDURATED CLAY WITH GRITS AND SAND + MINOR GREEN CLAY.,JUSTIN GUM,SAGeodata,,,-999999.0,
3053165891,474400013,56.0,69.0,475.0,462.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,"BLUE-GREY FINE GRAINED VUGGY, INDURATED CLAYS WITH TRACE ANGULAR TO WELL ROUNDED GRIT +/- FE-OX",JUSTIN GUM,SAGeodata,,,-999999.0,
3053165891,474400013,56.0,82.0,475.0,449.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,"BLUE-GREY FINE GRAINED VUGGY, INDURATED CLAYS WITH TRACE ANGULAR TO WELL ROUNDED GRIT +/- FE-OX",JUSTIN GUM,SAGeodata,,,-999999.0,
3053165891,474400013,69.0,74.0,462.0,457.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,YELLOW-BROWN INDURATED FE-OX CLAYS WITH TRACE ANGULAR TO WELL ROUNDED GRITS +/- ORANGE AND WHITE FINE GRAINED CLAY.,JUSTIN GUM,SAGeodata,,,-999999.0,
3053165891,474400013,74.0,82.0,457.0,449.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,WHITE FINE GRAINED CLAYS WITH TRACE SAND +/- MAROON INDURATED FE-OX CLAY.,JUSTIN GUM,SAGeodata,,,-999999.0,
3053165891,474400013,82.0,89.0,449.0,442.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,"WHITE, YELLOW AND BROWN FINE GRAINED CLAYS.",JUSTIN GUM,SAGeodata,,,-999999.0,
3053165891,474400013,82.0,92.0,449.0,439.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,"WHITE, YELLOW AND BROWN FINE GRAINED CLAYS.",JUSTIN GUM,SAGeodata,,,-999999.0,
3053165891,474400013,89.0,92.0,442.0,439.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,"WHITE, YELLOW AND BROWN FINE GRAINED CLAYS WITH BLACK MANGANESE OXIDE? VEINS.",JUSTIN GUM,SAGeodata,,,-999999.0,
