MORPH_ID,HydroCode,FromDepth,ToDepth,TopElev,BottomElev,HGUID,HGUNumber,NafHGUNumber,NafHGUName,Description,Author,Source,Comment,GA_UNIT,GA_STRATNO,geometry
3819329151,524400025,0.0,31.5,572.0,540.5,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3820336951,474500119,0.0,14.94,695.0,680.06,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,YELLOWISH BROWN LATERITE AND SOME SERPENTINE; OVERBURDEN ON TOP 0.2M,C.HELLWIG,SAGeodata,,,-999999.0,
3821460791,484400001,0.0,10.5,534.07,523.57,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,MAINLY LIMESTONE? (CALCRETE?) AND RED SOIL,PAYNE JL,SAGeodata,,,-999999.0,
3822117371,514500081,0.0,2.0,714.0,712.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,G. NICHOLS,SAGeodata,,,-999999.0,
3822117371,514500081,2.0,37.0,712.0,677.0,31000045.0,1044.0,125005,Jurassic sediments,QTZ-FSPAR-MAFIC GRANULITE,G. NICHOLS,SAGeodata,,,-999999.0,
3822821471,474500088,0.0,36.0,702.0,666.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,SAND AND CLAY,PAYNE JL,SAGeodata,,,-999999.0,
3822821471,474500088,36.0,60.0,666.0,642.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,SANDY CLAY AND BITS OF DECOMPOSED GRANITE,PAYNE JL,SAGeodata,,,-999999.0,
3822831721,534100022,0.0,55.0,316.31,261.31,31000056.0,1055.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,,M KEPPEL,SAGeodata,,,-999999.0,
3822971041,484300003,0.0,34.0,610.0,576.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,MAINLY RED SANDY SOIL,PAYNE JL,SAGeodata,,,-999999.0,
3822971041,484300003,34.0,57.0,576.0,553.0,31000141.0,1140.0,119001,Undifferentiated Tertiary sediments,"LIMESTONE AND SOFT CLAYEY SANDS, THEN SANDSTONE",PAYNE JL,SAGeodata,,,-999999.0,
3823806211,534500101,0.0,11.0,587.82,576.82,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,NIKOLA VASILIC,SAGeodata,,,-999999.0,
3824871261,534100020,0.0,8.0,269.46,261.46,31000137.0,1136.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,CLAYEY TO COARSE GR. SUBANG. AND SUBROUNDED POORLY SORTED QUARTZOSE SAND,G. NICHOLS,SAGeodata,,,-999999.0,
3824871261,534100020,8.0,84.0,261.46,185.46,31000056.0,1055.0,134001,Undifferentiated Proterozoic to Mesozoic bedrock,"PARTLY SANDY AND MICACEOUS SILTSTONE, FINE-MED. GR. SUBANG. AND SUBROUNDED MOD. SORTED SANDSTONE",G. NICHOLS,SAGeodata,,,-999999.0,
3826260301,494500029,0.0,3.0,685.0,682.0,31000139.0,1138.0,100001,Undifferentiated Quaternary sediments,,PAYNE JL,SAGeodata,,,-999999.0,
